run_id,created_at,prompt_id,prompt,mentions,prompt_type,response,citations,themes,topics,region,model,tags
r0110,2024-08-01T10:50:00Z,p0110,Why does iPhone have issue related to Battery?,iPhone 14,open-ended,Battery performance can be impacted by multiple apps running in the background and location services.,iFixit: iPhone Battery Tips,Hardware,Battery,United States,Copilot,"apple,battery,hardware"
r0111,2024-08-01T10:51:00Z,p0111,Why does iPhone have issue related to Charging?,iPhone 15,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",MacRumors: iPhone Charging Issues,Hardware,Charging,India,ChatGPT,"apple,charging,hardware"
r0112,2024-08-01T10:52:00Z,p0112,Why does iPhone have issue related to Apple Silicon?,iPhone 16,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,AnandTech: Apple Silicon Review,Performance,Apple Silicon,EU,Gemini,"apple,apple silicon,performance"
r0113,2024-08-01T10:53:00Z,p0113,Why does iPhone have issue related to Thermal?,iPhone 17,open-ended,Device temperature rises when using power-intensive apps or high ambient heat.,Apple Support: Device Temperature,Performance,Thermal,UK,Copilot,"apple,thermal,performance"
r0114,2024-08-01T10:54:00Z,p0114,Why does iPhone have issue related to Privacy?,iPhone 12,open-ended,iOS features like App Tracking Transparency help protect user privacy.,Apple Privacy Whitepaper,Security,Privacy,Canada,ChatGPT,"apple,privacy,security"
r0115,2024-08-01T10:55:00Z,p0115,Why does iPhone have issue related to Battery?,iPhone 13,open-ended,Battery performance can be impacted by multiple apps running in the background and location services.,iFixit: iPhone Battery Tips,Hardware,Battery,United States,Gemini,"apple,battery,hardware"
r0116,2024-08-01T10:56:00Z,p0116,Why does iPhone have issue related to Charging?,iPhone 14,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",MacRumors: iPhone Charging Issues,Hardware,Charging,India,Copilot,"apple,charging,hardware"
r0117,2024-08-01T10:57:00Z,p0117,Why does iPhone have issue related to Apple Silicon?,iPhone 15,open-ended,"Apple Silicon improves performance by integrating CPU, GPU, and memory on a single chip.",Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,ChatGPT,"apple,apple silicon,performance"
r0118,2024-08-01T10:58:00Z,p0118,Why does iPhone have issue related to Thermal?,iPhone 16,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,Apple Support: Device Temperature,Performance,Thermal,UK,Gemini,"apple,thermal,performance"
r0119,2024-08-01T10:59:00Z,p0119,Why does iPhone have issue related to Privacy?,iPhone 17,open-ended,Privacy issues can happen if location services or app tracking are enabled.,TechCrunch: iOS Privacy Features,Security,Privacy,Canada,Copilot,"apple,privacy,security"
r0120,2024-08-01T11:00:00Z,p0120,Why does iPhone have issue related to Battery?,iPhone 12,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",Apple Support: Battery Guide,Hardware,Battery,United States,ChatGPT,"apple,battery,hardware"
r0121,2024-08-01T11:01:00Z,p0121,Why does iPhone have issue related to Charging?,iPhone 13,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",Apple Support: Charging Guidelines,Hardware,Charging,India,Gemini,"apple,charging,hardware"
r0122,2024-08-01T11:02:00Z,p0122,Why does iPhone have issue related to Apple Silicon?,iPhone 14,open-ended,"Apple Silicon improves performance by integrating CPU, GPU, and memory on a single chip.",Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,Copilot,"apple,apple silicon,performance"
r0123,2024-08-01T11:03:00Z,p0123,Why does iPhone have issue related to Thermal?,iPhone 15,open-ended,Device temperature rises when using power-intensive apps or high ambient heat.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,ChatGPT,"apple,thermal,performance"
r0124,2024-08-01T11:04:00Z,p0124,Why does iPhone have issue related to Privacy?,iPhone 16,open-ended,Privacy issues can happen if location services or app tracking are enabled.,Apple Privacy Whitepaper,Security,Privacy,Canada,Gemini,"apple,privacy,security"
r0125,2024-08-01T11:05:00Z,p0125,Why does iPhone have issue related to Battery?,iPhone 17,open-ended,Battery performance can be impacted by multiple apps running in the background and location services.,Apple Support: Battery Guide,Hardware,Battery,United States,Copilot,"apple,battery,hardware"
r0126,2024-08-01T11:06:00Z,p0126,Why does iPhone have issue related to Charging?,iPhone 12,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",Apple Support: Charging Guidelines,Hardware,Charging,India,ChatGPT,"apple,charging,hardware"
r0127,2024-08-01T11:07:00Z,p0127,Why does iPhone have issue related to Apple Silicon?,iPhone 13,open-ended,"Apple Silicon improves performance by integrating CPU, GPU, and memory on a single chip.",AnandTech: Apple Silicon Review,Performance,Apple Silicon,EU,Gemini,"apple,apple silicon,performance"
r0128,2024-08-01T11:08:00Z,p0128,Why does iPhone have issue related to Thermal?,iPhone 14,open-ended,Device temperature rises when using power-intensive apps or high ambient heat.,Apple Support: Device Temperature,Performance,Thermal,UK,Copilot,"apple,thermal,performance"
r0129,2024-08-01T11:09:00Z,p0129,Why does iPhone have issue related to Privacy?,iPhone 15,open-ended,iOS features like App Tracking Transparency help protect user privacy.,TechCrunch: iOS Privacy Features,Security,Privacy,Canada,ChatGPT,"apple,privacy,security"
r0130,2024-08-01T11:10:00Z,p0130,Why does iPhone have issue related to Battery?,iPhone 16,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",Apple Support: Battery Guide,Hardware,Battery,United States,Gemini,"apple,battery,hardware"
r0131,2024-08-01T11:11:00Z,p0131,Why does iPhone have issue related to Charging?,iPhone 17,open-ended,Slow charging may result from high usage while charging or device temperature.,Apple Support: Charging Guidelines,Hardware,Charging,India,Copilot,"apple,charging,hardware"
r0132,2024-08-01T11:12:00Z,p0132,Why does iPhone have issue related to Apple Silicon?,iPhone 12,open-ended,"Apple Silicon improves performance by integrating CPU, GPU, and memory on a single chip.",AnandTech: Apple Silicon Review,Performance,Apple Silicon,EU,ChatGPT,"apple,apple silicon,performance"
r0133,2024-08-01T11:13:00Z,p0133,Why does iPhone have issue related to Thermal?,iPhone 13,open-ended,Device temperature rises when using power-intensive apps or high ambient heat.,Apple Support: Device Temperature,Performance,Thermal,UK,Gemini,"apple,thermal,performance"
r0134,2024-08-01T11:14:00Z,p0134,Why does iPhone have issue related to Privacy?,iPhone 14,open-ended,iOS features like App Tracking Transparency help protect user privacy.,TechCrunch: iOS Privacy Features,Security,Privacy,Canada,Copilot,"apple,privacy,security"
r0135,2024-08-01T11:15:00Z,p0135,Why does iPhone have issue related to Battery?,iPhone 15,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",iFixit: iPhone Battery Tips,Hardware,Battery,United States,ChatGPT,"apple,battery,hardware"
r0136,2024-08-01T11:16:00Z,p0136,Why does iPhone have issue related to Charging?,iPhone 16,open-ended,Slow charging may result from high usage while charging or device temperature.,MacRumors: iPhone Charging Issues,Hardware,Charging,India,Gemini,"apple,charging,hardware"
r0137,2024-08-01T11:17:00Z,p0137,Why does iPhone have issue related to Apple Silicon?,iPhone 17,open-ended,"Apple Silicon improves performance by integrating CPU, GPU, and memory on a single chip.",AnandTech: Apple Silicon Review,Performance,Apple Silicon,EU,Copilot,"apple,apple silicon,performance"
r0138,2024-08-01T11:18:00Z,p0138,Why does iPhone have issue related to Thermal?,iPhone 12,open-ended,Device temperature rises when using power-intensive apps or high ambient heat.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,ChatGPT,"apple,thermal,performance"
r0139,2024-08-01T11:19:00Z,p0139,Why does iPhone have issue related to Privacy?,iPhone 13,open-ended,Privacy issues can happen if location services or app tracking are enabled.,TechCrunch: iOS Privacy Features,Security,Privacy,Canada,Gemini,"apple,privacy,security"
r0140,2024-08-01T11:20:00Z,p0140,Why does iPhone have issue related to Battery?,iPhone 14,open-ended,Battery performance can be impacted by multiple apps running in the background and location services.,iFixit: iPhone Battery Tips,Hardware,Battery,United States,Copilot,"apple,battery,hardware"
r0141,2024-08-01T11:21:00Z,p0141,Why does iPhone have issue related to Charging?,iPhone 15,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",MacRumors: iPhone Charging Issues,Hardware,Charging,India,ChatGPT,"apple,charging,hardware"
r0142,2024-08-01T11:22:00Z,p0142,Why does iPhone have issue related to Apple Silicon?,iPhone 16,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,Gemini,"apple,apple silicon,performance"
r0143,2024-08-01T11:23:00Z,p0143,Why does iPhone have issue related to Thermal?,iPhone 17,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,Copilot,"apple,thermal,performance"
r0144,2024-08-01T11:24:00Z,p0144,Why does iPhone have issue related to Privacy?,iPhone 12,open-ended,Privacy issues can happen if location services or app tracking are enabled.,Apple Privacy Whitepaper,Security,Privacy,Canada,ChatGPT,"apple,privacy,security"
r0145,2024-08-01T11:25:00Z,p0145,Why does iPhone have issue related to Battery?,iPhone 13,open-ended,Battery performance can be impacted by multiple apps running in the background and location services.,iFixit: iPhone Battery Tips,Hardware,Battery,United States,Gemini,"apple,battery,hardware"
r0146,2024-08-01T11:26:00Z,p0146,Why does iPhone have issue related to Charging?,iPhone 14,open-ended,Slow charging may result from high usage while charging or device temperature.,MacRumors: iPhone Charging Issues,Hardware,Charging,India,Copilot,"apple,charging,hardware"
r0147,2024-08-01T11:27:00Z,p0147,Why does iPhone have issue related to Apple Silicon?,iPhone 15,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,ChatGPT,"apple,apple silicon,performance"
r0148,2024-08-01T11:28:00Z,p0148,Why does iPhone have issue related to Thermal?,iPhone 16,open-ended,Device temperature rises when using power-intensive apps or high ambient heat.,Apple Support: Device Temperature,Performance,Thermal,UK,Gemini,"apple,thermal,performance"
r0149,2024-08-01T11:29:00Z,p0149,Why does iPhone have issue related to Privacy?,iPhone 17,open-ended,iOS features like App Tracking Transparency help protect user privacy.,TechCrunch: iOS Privacy Features,Security,Privacy,Canada,Copilot,"apple,privacy,security"
r0150,2024-08-01T11:30:00Z,p0150,Why does iPhone have issue related to Battery?,iPhone 12,open-ended,Battery performance can be impacted by multiple apps running in the background and location services.,iFixit: iPhone Battery Tips,Hardware,Battery,United States,ChatGPT,"apple,battery,hardware"
r0151,2024-08-01T11:31:00Z,p0151,Why does iPhone have issue related to Charging?,iPhone 13,open-ended,Slow charging may result from high usage while charging or device temperature.,Apple Support: Charging Guidelines,Hardware,Charging,India,Gemini,"apple,charging,hardware"
r0152,2024-08-01T11:32:00Z,p0152,Why does iPhone have issue related to Apple Silicon?,iPhone 14,open-ended,"Apple Silicon improves performance by integrating CPU, GPU, and memory on a single chip.",Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,Copilot,"apple,apple silicon,performance"
r0153,2024-08-01T11:33:00Z,p0153,Why does iPhone have issue related to Thermal?,iPhone 15,open-ended,Device temperature rises when using power-intensive apps or high ambient heat.,Apple Support: Device Temperature,Performance,Thermal,UK,ChatGPT,"apple,thermal,performance"
r0154,2024-08-01T11:34:00Z,p0154,Why does iPhone have issue related to Privacy?,iPhone 16,open-ended,Privacy issues can happen if location services or app tracking are enabled.,Apple Privacy Whitepaper,Security,Privacy,Canada,Gemini,"apple,privacy,security"
r0155,2024-08-01T11:35:00Z,p0155,Why does iPhone have issue related to Battery?,iPhone 17,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",iFixit: iPhone Battery Tips,Hardware,Battery,United States,Copilot,"apple,battery,hardware"
r0156,2024-08-01T11:36:00Z,p0156,Why does iPhone have issue related to Charging?,iPhone 12,open-ended,"Charging issues can occur due to faulty cables, non-certified adapters, or outdated iOS versions.",Apple Support: Charging Guidelines,Hardware,Charging,India,ChatGPT,"apple,charging,hardware"
r0157,2024-08-01T11:37:00Z,p0157,Why does iPhone have issue related to Apple Silicon?,iPhone 13,open-ended,Energy efficiency is enhanced in Apple Silicon thanks to optimized cores and unified memory.,Apple Developer: M1/M2 Overview,Performance,Apple Silicon,EU,Gemini,"apple,apple silicon,performance"
r0158,2024-08-01T11:38:00Z,p0158,Why does iPhone have issue related to Thermal?,iPhone 14,open-ended,Overheating occurs during heavy CPU/GPU tasks like gaming or video rendering.,iFixit: iPhone Repair Guides,Performance,Thermal,UK,Copilot,"apple,thermal,performance"
r0159,2024-08-01T11:39:00Z,p0159,Why does iPhone have issue related to Privacy?,iPhone 15,open-ended,Privacy issues can happen if location services or app tracking are enabled.,Apple Privacy Whitepaper,Security,Privacy,Canada,ChatGPT,"apple,privacy,security"
r0160,2024-08-01T11:40:00Z,p0160,Why does iPhone have issue related to Battery?,iPhone 16,open-ended,"Battery may drain faster due to background apps, high screen brightness, or aging battery.",iFixit: iPhone Battery Tips,Hardware,Battery,United States,Gemini,"apple,battery,hardware"
